Collection/Population Locality,SpecimenNumber,Notes,IntCal13 (CAL BP),C14 years BP,Cal Age (ka),Age Error,Age bound (lower),Age bound (upper),Lat,Long,Elevation (ASL) m,GISP2 Temp (IntCal13),Temp Err (lower),Temp Err (upper),Temp err,Genus,Species,SpeciesID,GL,DstL,DstBr,DstDp,GBr,GDp
WICA,422F7A5179,"Martin, Unpub",0,0,0,0,0,0,43.5,-103.5,1276,-29.9,-29.9,-29.9,0,Bison,bison,1,151.3,100,34,38,48,56
WICA,AVID*074*597*636,"Martin, Unpub",0,0,0,0,0,0,43.5,-103.5,1276,-29.9,-29.9,-29.9,0,Bison,bison,1,143,97.9,42,40,53,54
WICA,,"Martin, Unpub",0,0,0,0,0,0,43.5,-103.5,1276,-29.9,-29.9,-29.9,0,Bison,bison,1,140,90,34,35,45,51
WICA,,"Martin, Unpub",0,0,0,0,0,0,43.5,-103.5,1276,-29.9,-29.9,-29.9,0,Bison,bison,1,139,88,32,37,45,51
WICA,,"Martin, Unpub",0,0,0,0,0,0,43.5,-103.5,1276,-29.9,-29.9,-29.9,0,Bison,bison,1,169,109,43,44,60,60
WICA,,"Martin, Unpub",0,0,0,0,0,0,43.5,-103.5,1276,-29.9,-29.9,-29.9,0,Bison,bison,1,172,114,45,47,62,60
WICA,,"Martin, Unpub",0,0,0,0,0,0,43.5,-103.5,1276,-29.9,-29.9,-29.9,0,Bison,bison,1,152,99,42,39,50,55
WICA,,"Martin, Unpub",0,0,0,0,0,0,43.5,-103.5,1276,-29.9,-29.9,-29.9,0,Bison,bison,1,154,100,39,44,54,59
WICA,,"Martin, Unpub",0,0,0,0,0,0,43.5,-103.5,1276,-29.9,-29.9,-29.9,0,Bison,bison,1,168,111,40,42,58,60
WICA,,"Martin, Unpub",0,0,0,0,0,0,43.5,-103.5,1276,-29.9,-29.9,-29.9,0,Bison,bison,1,144,90,35,37,48,50
WICA,,"Martin, Unpub",0,0,0,0,0,0,43.5,-103.5,1276,-29.9,-29.9,-29.9,0,Bison,bison,1,139,88,34,36,48,50
ETVP - Arizona,2757,"Martin, Unpub",0,0,0,0,0,0,35.8,-111.8,2124,-29.9,-29.9,-29.9,0,Bison,bison,1,151.3,90.8,35.6,41.8,41.9,56.8
ETVP - WICA,2802,"Martin, Unpub",0,0,0,0,0,0,43.5,-103.5,1276,-29.9,-29.9,-29.9,0,Bison,bison,1,167.8,94.5,43.3,49.5,53.4,62.7
ETVP - YELL,7535,"Martin, Unpub",0,0,0,0,0,0,44.6,-110.5,2564,-29.9,-29.9,-29.9,0,Bison,bison,1,152.3,88.1,38.1,40.3,42.4,61
Modern - Ranch in WY,8330B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,160,105.6,42,46,57,68
Modern - Ranch in WY,8330B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,160,106.1,42,46,55,67
Modern - Ranch in WY,8331B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,135,88.8,35,34,46,53
Modern - Ranch in WY,8331B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,136,89.6,34,36,46,55
Modern - Ranch in WY,8500B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,149,96.8,35,40,49,53
Modern - Ranch in WY,8500B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,146,94.4,36,38,49,55
Modern - Ranch in WY,8501B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,150,96.6,37,40,48,55
Modern - Ranch in WY,8501B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,155,97,34,39,50,55
Modern - Ranch in WY,8505B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,141,96.8,35,41,45,52
Modern - Ranch in WY,8505B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,143,95.5,33,39,46,52
Modern - Ranch in WY,8506B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,137,93.1,35,36,42,47
Modern - Ranch in WY,8510B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,160,105.6,43,44,53,58
Modern - Ranch in WY,8529B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,155,102.5,40,40,54,60
Modern - Ranch in WY,8529B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,155,101.7,39,40,54,59
Modern - Ranch in WY,8530B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,152,99.4,44,42,56,61
Modern - Ranch in WY,8636B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,144,95.1,35,37,45,52
Modern - Ranch in WY,8636B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,142,93.3,37,38,45,52
Modern - Ranch in WY,8640B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,150,97.7,39,41,52,61
Modern - Ranch in WY,8640B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,150,97.4,38,40,52,61
Modern - Ranch in WY,9703B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,148,,,,52,56
Modern - Ranch in WY,9703B,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,147,94.9,37,40,52,56
Modern - Ranch in WY,B0339,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,146,96.2,36,38,47,54
Modern - Ranch in WY,B0339,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,145,96.9,37,38,50,55
Modern - Ranch in WY,B8222,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,150,99.4,38,41,50,60
Modern - Ranch in WY,B8222,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,151,99.5,37,40,49,60
Modern - Ranch in WY,B8402,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,152,100.5,41,42,53,56
Modern - Ranch in WY,B8402,,0,0,0,0,0,0,41.3,-105.5,2200,-29.9,-29.9,-29.9,0,Bison,bison,1,153,100.9,41,43,52,57
Museum Northern Arizona - Grand Falls,V8301,"Martin, Thesis",50,71,50,261,0,311,35.9,-111.6,1557,-29.9,-29.9,-32,2.1,Bison,bison,1,136.3,82,34.6,34.2,52,58.7
Museum Northern Arizona - Grand Falls,V8301,"Martin, Thesis",50,71,50,261,0,311,35.9,-111.6,1557,-29.9,-29.9,-32,2.1,Bison,bison,1,132.2,80.6,33.1,33.7,49,56.3
Museum Northern Arizona - Grand Falls,V8301,"Martin, Thesis",50,71,50,261,0,311,35.9,-111.6,1557,-29.9,-29.9,-32,2.1,Bison,bison,1,,76.1,,,47,60.7
Scott County Pueblo,5237,,295,250,295,259,36,554,38.5,-100.9,904,-32,-29.9,-31.9,2,Bison,antiquus,2,144,93.8,36,40,49,60
Scott County Pueblo,19073,,295,250,295,259,36,554,38.5,-100.9,904,-32,-29.9,-31.9,2,Bison,antiquus,2,162,105.1,42,43,58,65
Scott County Pueblo,38182,,295,250,295,259,36,554,38.5,-100.9,904,-32,-29.9,-31.9,2,Bison,antiquus,2,140,92.1,34,37,47,59
Scott County Pueblo,42935,,295,250,295,259,36,554,38.5,-100.9,904,-32,-29.9,-31.9,2,Bison,antiquus,2,157,102.3,41,46,56,64
Glenrock,3373,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,105,57.4,,,39,46
Glenrock,3559,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,157,,,,51,57
Glenrock,5404,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,155,,,,55,62
Glenrock,5405,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,158,,,,54,63
Glenrock,5406,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,150,,,,51,61
Glenrock,5407,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,153,,,,55,58
Glenrock,5408,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,158,,,,54,62
Glenrock,5409,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,144,,,,45,54
Glenrock,5410,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,159,,,,54,60
Glenrock,5411,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,156,,,,53,61
Glenrock,5412,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,143,,,,45,52
Glenrock,5413,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,155,,,,54,60
Glenrock,5414,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,159,,,,54,64
Glenrock,5415,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,148,,,,50,53
Glenrock,5416,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,137,,,,46,55
Glenrock,5417,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,137,,,,45,54
Glenrock,5418,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,160,,,,54,61
Glenrock,5419,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,151,,,,51,57
Glenrock,5420,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,138,,,,45,55
Glenrock,5422,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,156,,,,54,60
Glenrock,5423,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,147,,,,51,58
Glenrock,5424,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,155,,,,54,59
Glenrock,5425,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,146,,,,48,56
Glenrock,5426,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,153,,,,50,60
Glenrock,5427,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,149,,,,52,59
Glenrock,5428,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,137,,,,46,54
Glenrock,5429,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,160,,,,54,64
Glenrock,5430,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,137,,,,48,55
Glenrock,5431,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,149,,,,51,63
Glenrock,5432,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,165,,,,55,61
Glenrock,5433,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,143,,,,49,57
Glenrock,5434,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,137,,,,47,54
Glenrock,5435,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,144,,,,47,57
Glenrock,5436,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,140,,,,48,55
Glenrock,5437,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,154,,,,49,59
Glenrock,5438,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,145,,,,49,61
Glenrock,5439,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,143,,,,50,53
Glenrock,5440,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,146,,,,49,58
Glenrock,5441,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,136,,,,46,55
Glenrock,5443,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,155,,,,49,57
Glenrock,5448,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,154,,,,53,60
Glenrock,5449,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,157,,,,51,63
Glenrock,5450,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,153,,,,51,60
Glenrock,5451,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,166,,,,58,63
Glenrock,5452,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,150,,,,51,56
Glenrock,5453,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,147,,,,51,55
Glenrock,5454,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,149,,,,50,58
Glenrock,5455,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,164,,,,54,65
Glenrock,5456,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,160,,,,54,61
Glenrock,5457,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,128,,,,42,47
Glenrock,5458,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,141,,,,48,55
Glenrock,5459,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,141,,,,48,55
Glenrock,5460,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,141,,,,48,53
Glenrock,5461,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,133,,,,45,50
Glenrock,5462,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,158,,,,54,57
Glenrock,5463,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,155,,,,51,60
Glenrock,5464,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,147,,,,48,55
Glenrock,5465,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,147,,,,51,59
Glenrock,5466,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,140,,,,46,50
Glenrock,5467,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,154,,,,53,58
Glenrock,5468,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,159,,,,53,63
Glenrock,5469,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,136,,,,46,50
Glenrock,5470,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,139,,,,48,52
Glenrock,5471,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,160,,,,55,60
Glenrock,5472,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,157,,,,54,61
Glenrock,5473,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,143,,,,46,59
Glenrock,5474,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,157,,,,52,66
Glenrock,5475,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,142,,,,46,55
Glenrock,5476,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,142,,,,48,55
Glenrock,5477,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,162,,,,56,61
Glenrock,5478,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,135,,,,45,55
Glenrock,5479,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,138,,,,44,55
Glenrock,5480,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,156,,,,52,59
Glenrock,5481,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,144,,,,47,54
Glenrock,5482,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,142,,,,48,56
Glenrock,5484,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,138,,,,44,54
Glenrock,5485,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,150,,,,48,56
Glenrock,5486,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,132,,,,46,51
Glenrock,5487,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,153,,,,50,62
Glenrock,5488,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,139,,,,47,51
Glenrock,5489,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,139,,,,47,54
Glenrock,5490,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,141,,,,47,57
Glenrock,5491,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,152,,,,52,62
Glenrock,5492,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,135,,,,44,54
Glenrock,5494,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,140,,,,47,55
Glenrock,5496,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,128,77.7,,,45,55
Glenrock,5497,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,131,77.6,,,45,54
Glenrock,5498,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,137,83.7,,,49,56
Glenrock,5499,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,137,83.9,,,52,54
Glenrock,5500,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,122,73.6,,,42,55
Glenrock,5501,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,129,77,,,45,55
Glenrock,5502,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,130,71,,,48,60
Glenrock,5503,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,127,73.5,,,47,53
Glenrock,5504,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,122,74,,,43,46
Glenrock,5505,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,135,79,,,49,56
Glenrock,5506,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,125,73.1,,,48,55
Glenrock,5507,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,132,81.6,,,47,57
Glenrock,5508,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,130,78.7,,,45,56
Glenrock,5509,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,137,78.9,,,50,57
Glenrock,5510,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,130,81,,,45,51
Glenrock,5511,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,127,76.9,,,45,52
Glenrock,5512,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,142,84,,,53,65
Glenrock,5513,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,111,63.5,,,45,54
Glenrock,5514,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,137,80.9,,,51,59
Glenrock,5515,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,123,70.4,,,45,51
Glenrock,5516,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,120,71.6,,,45,52
Glenrock,5517,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,123,73.9,,,45,55
Glenrock,5518,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,135,80.5,,,50,58
Glenrock,5520,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,126,,,,41,51
Glenrock,5521,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,125,73.7,,,47,55
Glenrock,5522,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,141,84.7,,,51,
Glenrock,5523,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,125,75.4,,,47,
Glenrock,5526,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,132,77.5,,,44,58
Glenrock,5527,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,142,86.5,,,51,62
Glenrock,5528,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,138,,,,46,52
Glenrock,5529,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,129,76.3,,,46,54
Glenrock,5530,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,136,79.8,,,50,60
Glenrock,5531,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,126,73.2,,,45,55
Glenrock,5532,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,130,78.5,,,44,51
Glenrock,5533,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,143,87.7,,,49,62
Glenrock,5534,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,127,75.9,,,45,54
Glenrock,5535,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,129,78.6,,,43,54
Glenrock,5537,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,123,72,,,47.3,52
Glenrock,5538,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,126,72.2,,,45,54
Glenrock,5539,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,124,72.1,,,44,53
Glenrock,5540,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,134,83.9,,,44,57
Glenrock,5541,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,141,87.7,,,48,56
Glenrock,5543,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,150,,,,50,53
Glenrock,5544,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,132,84.8,,,40,54
Glenrock,5548,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,134,80.9,,,47,57
Glenrock,5549,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,117,66.8,,,37,48
Glenrock,5552,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,143,,,,47,55
Glenrock,5553,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,145,,,,48,55
Glenrock,5554,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,145,,,,45,53
Glenrock,5555,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,145,,,,45,52
Glenrock,5556,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,152,,,,51,56
Glenrock,5557,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,140,,,,46,50
Glenrock,5558,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,133,,,,44,52
Glenrock,5559,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,136,,,,46,52
Glenrock,5560,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,140,,,,45,54
Glenrock,5561,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,142,,,,48,55
Glenrock,5562,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,145,,,,46,56
Glenrock,5563,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,157,,,,52,63
Glenrock,5564,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,143,,,,46,51
Glenrock,5565,,305,280,305,259,46,564,42.8,-105.9,1643,-32,-29.9,-32,2.1,Bison,bison,1,139,,,,46,54
