Collection/Population Locality,SpecimenNumber,Notes,IntCal13 (CAL BP),C14 years BP,Cal Age (ka),Age Error,Age bound (lower),Age bound (upper),Lat,Long,Elevation (ASL) m,GISP2 Temp (IntCal13),Temp Err (lower),Temp Err (upper),Temp err,Genus,Species,SpeciesID,GL,DstL,DstBr,DstDp,GBr,GDp
Clary Ranch,78324,,10220,9040,10220,42,10178,10262,41.3,-102.1,1049,-31.2,-30.9,-31.5,0.6,Bison,antiquus,2,178,,,,59,70
Clary Ranch,78567,,10220,9040,10220,42,10178,10262,41.3,-102.1,1049,-31.2,-30.9,-31.5,0.6,Bison,antiquus,2,163,,,,55,60
Clary Ranch,79615,,10220,9040,10220,42,10178,10262,41.3,-102.1,1049,-31.2,-30.9,-31.5,0.6,Bison,antiquus,2,156,,,,53,61
Clary Ranch,79767,,10220,9040,10220,42,10178,10262,41.3,-102.1,1049,-31.2,-30.9,-31.5,0.6,Bison,antiquus,2,162,,,,53,59
Clary Ranch,79783,,10220,9040,10220,42,10178,10262,41.3,-102.1,1049,-31.2,-30.9,-31.5,0.6,Bison,antiquus,2,152,,40,40,57,52
Jurgens,17,,10230,9070,10230,46,10184,10276,34.5,-101.4,1020,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,153,100.5,40,42,55,58
Jurgens,19,,10230,9070,10230,46,10184,10276,34.5,-101.4,1020,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,,93.2,37,40,,
Jurgens,91,,10230,9070,10230,46,10184,10276,34.5,-101.4,1020,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,,102.5,39,43,,
Jurgens,14H100-15,,10230,9070,10230,46,10184,10276,40.4,-104.5,1450,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,,102.1,38,39.9,50,
Jurgens,14H89-23,,10230,9070,10230,46,10184,10276,40.4,-104.5,1450,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,149,100.3,37,40,,58
Jurgens,14H89-40,,10230,9070,10230,46,10184,10276,40.4,-104.5,1450,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,155,99.7,36,,52,59
Jurgens,14H89-68,,10230,9070,10230,46,10184,10276,40.4,-104.5,1450,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,174,114.3,,,62,65
Jurgens,14H90,,10230,9070,10230,46,10184,10276,40.4,-104.5,1450,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,153,98.4,38,40,50,60
Jurgens,15I12-187,,10230,9070,10230,46,10184,10276,40.4,-104.5,1450,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,159,104.4,42,47,55,63
Jurgens,15I12-226,,10230,9070,10230,46,10184,10276,40.4,-104.5,1450,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,159,105,44.3,50,55,66
Jurgens,15I13-206,,10230,9070,10230,46,10184,10276,40.4,-104.5,1450,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,153,100.8,40,44,53,61
Jurgens,15I23-57,,10230,9070,10230,46,10184,10276,40.4,-104.5,1450,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,167,108.1,40,45,62,68
Jurgens,15I24-116,,10230,9070,10230,46,10184,10276,40.4,-104.5,1450,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,154,100.1,40,,54,
Jurgens,15I25-23,,10230,9070,10230,46,10184,10276,40.4,-104.5,1450,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,164,107,40,44,58,61
Jurgens,15I3-40,,10230,9070,10230,46,10184,10276,40.4,-104.5,1450,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,153,97.5,,44,,65
Jurgens,15I4-3,,10230,9070,10230,46,10184,10276,40.4,-104.5,1450,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,177,116.5,47,51,63,65
Jurgens,15I66-1,,10230,9070,10230,46,10184,10276,40.4,-104.5,1450,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,160,106.4,40,43,55,62
Jurgens,16C-45,,10230,9070,10230,46,10184,10276,40.4,-104.5,1450,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,148,96.8,37,39,53,60
Jurgens,JU SB16,,10230,9070,10230,46,10184,10276,40.4,-104.5,1450,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,,103.9,40,45,,
Jurgens,TEST PIT C,,10230,9070,10230,46,10184,10276,40.4,-104.5,1450,-31.2,-30.9,-31.6,0.7,Bison,antiquus,2,155,97.4,38,43,,59
Burntwood Creek,4897A,,10235,9085,10235,48,10187,10283,40.4,-104.5,1450,-31.2,-31,-31.7,0.8,Bison,antiquus,2,,105,40,46,,
Burntwood Creek,4897B,,10235,9085,10235,48,10187,10283,40.4,-104.5,1450,-31.2,-31,-31.7,0.8,Bison,antiquus,2,154,98,38,45,,59
Burntwood Creek,4897C,,10235,9085,10235,48,10187,10283,40.4,-104.5,1450,-31.2,-31,-31.7,0.8,Bison,antiquus,2,,99,37,42,,
Burntwood Creek,4897G,,10235,9085,10235,48,10187,10283,39.5,-101.5,1000,-31.2,-31,-31.7,0.8,Bison,antiquus,2,,104,39,42,,
Burntwood Creek,4897H,,10235,9085,10235,48,10187,10283,39.5,-101.5,1000,-31.2,-31,-31.7,0.8,Bison,antiquus,2,,98,40,43,,
Burntwood Creek,4897J,,10235,9085,10235,48,10187,10283,39.5,-101.5,1000,-31.2,-31,-31.7,0.8,Bison,antiquus,2,148,92,39,45,,60
Burntwood Creek,4897K,,10235,9085,10235,48,10187,10283,39.5,-101.5,1000,-31.2,-31,-31.7,0.8,Bison,antiquus,2,,95,40,43,,
Burntwood Creek,4897L,,10235,9085,10235,48,10187,10283,39.5,-101.5,1000,-31.2,-31,-31.7,0.8,Bison,antiquus,2,,98,35,,,
Burntwood Creek,4897N,,10235,9085,10235,48,10187,10283,39.5,-101.5,1000,-31.2,-31,-31.7,0.8,Bison,antiquus,2,150,,40,42,,
Burntwood Creek,4897S,,10235,9085,10235,48,10187,10283,39.5,-101.5,1000,-31.2,-31,-31.7,0.8,Bison,antiquus,2,,102,40,43,,63
Finley,NO NUMBER,Average of 7 dates,10280,9183,10280,57,10223,10337,39.5,-101.5,1000,-31.7,-31.2,-32.2,1,Bison,antiquus,2,163,108.5,43,46,60,63
Finley,NO NUMBER,Average of 7 dates,10280,9183,10280,57,10223,10337,39.5,-101.5,1000,-31.7,-31.2,-32.2,1,Bison,antiquus,2,173,112.8,47,53,59,65
Finley,NO NUMBER,Average of 7 dates,10280,9183,10280,57,10223,10337,39.5,-101.5,1000,-31.7,-31.2,-32.2,1,Bison,antiquus,2,167,112.8,,,,
Finley,NO NUMBER,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,172,116.2,44,48,,71
Finley,NO NUMBER,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,175,116.8,43,51,60,69
Finley,NO NUMBER,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,177,121.2,46,50,52,
Finley,NO NUMBER,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,172,112.7,,51,59,67
Finley,NO NUMBER,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,168,110.5,,,,67
Finley,T690,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,176,119.5,45,50,59,62
Finley,T695,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,172,112.8,47,52,58,67
Finley,T696,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,169,109.3,,48,56,68
Finley,T697,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,165,109.1,47,,57,61
Finley,T698,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,169,112.3,49,49,62,70
Finley,T699,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,176,120.3,48,50,61,68
Finley,T700,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,162,105.3,39,44,55,63
Finley,T701,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,145,97,38,38,51,59
Finley,T702,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,163,106.7,39,42,53,62
Finley,T703,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,172,114.7,45,49,58,71
Finley,T704,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,163,111.4,48,47,59,65
Finley,T706,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,152,101.6,41,42,51,58
Finley,T707,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,174,116.9,48,51,62,72
Finley,T709,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,170,113.3,46,47,54,68
Finley,T713,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,163,,43,46,,
Finley,T713,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,165,108.8,44,48,,
Finley,T715,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,170,113.1,47,53,55,68
Finley,T721,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,170,112.5,48,49,61,69
Finley,T722,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,170,112.3,47,51,59,69
Finley,T724,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,174,112.7,47,50,58,69
Finley,T726,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,153,,44,48,57,
Finley,T728,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,182,122.1,49,55,64,69
Finley,T729,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,166,110.6,47,48,59,68
Finley,T732,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,169,111.2,45,47,57,69
Finley,T735,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,157,103.6,,,49,60
Finley,T736,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,160,,35,41,55,64
Finley,T737,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,160,103.9,42,44,54,63
Finley,T738,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,169,111.4,47,52,,68
Finley,T742,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,156,103.3,,,52,60
Finley,T743,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,174,111.8,45,45,63,67
Finley,T744,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,166,107.5,,48,58,67
Finley,T754,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,153,,,40,50,60
Finley,T759,Average of 7 dates,10280,9183,10280,57,10223,10337,42,-109.3,2082,-31.7,-31.2,-32.2,1,Bison,antiquus,2,172,,45,49,,
Olsen-Chubbuck,10500,Average of 8 dates,10590,9395,10590,55,10535,10645,40.3,-104.3,1375,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,150,99.6,,,,61
Olsen-Chubbuck,10501,Average of 8 dates,10590,9395,10590,55,10535,10645,40.3,-104.3,1375,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,155,102.1,,44,54,63
Olsen-Chubbuck,10501,Average of 8 dates,10590,9395,10590,55,10535,10645,40.3,-104.3,1375,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,155,101.9,40,44,54,63
Olsen-Chubbuck,10501,Average of 8 dates,10590,9395,10590,55,10535,10645,40.3,-104.3,1375,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,,100.5,39,40,,62
Olsen-Chubbuck,10501,Average of 8 dates,10590,9395,10590,55,10535,10645,40.3,-104.3,1375,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,165,107.5,44,,61,63
Olsen-Chubbuck,10506,Average of 8 dates,10590,9395,10590,55,10535,10645,40.3,-104.3,1375,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,167,112.5,44,47,60,66
Olsen-Chubbuck,10513,Average of 8 dates,10590,9395,10590,55,10535,10645,40.3,-104.3,1375,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,157,103.1,40,41,53,62
Olsen-Chubbuck,10513,Average of 8 dates,10590,9395,10590,55,10535,10645,40.3,-104.3,1375,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,155,101.3,39,42,54,62
Olsen-Chubbuck,10513,Average of 8 dates,10590,9395,10590,55,10535,10645,40.3,-104.3,1375,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,154,101,41,45,55,65
Olsen-Chubbuck,10522,Average of 8 dates,10590,9395,10590,55,10535,10645,40.3,-104.3,1375,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,167,109.4,49,50,64,66
Olsen-Chubbuck,10526,Average of 8 dates,10590,9395,10590,55,10535,10645,40.3,-104.3,1375,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,,101.7,38,40,,
Olsen-Chubbuck,10532,Average of 8 dates,10590,9395,10590,55,10535,10645,40.3,-104.3,1375,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,,99.6,39,40,,
Olsen-Chubbuck,10537,Average of 8 dates,10590,9395,10590,55,10535,10645,41.8,-104,1358,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,,110.5,45,49,,
Olsen-Chubbuck,10537,Average of 8 dates,10590,9395,10590,55,10535,10645,41.8,-104,1358,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,167,106.2,,50,58,71
Olsen-Chubbuck,10547,Average of 8 dates,10590,9395,10590,55,10535,10645,41.8,-104,1358,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,,102.6,38,40,,62
Olsen-Chubbuck,10566,Average of 8 dates,10590,9395,10590,55,10535,10645,41.8,-104,1358,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,155,104,37,43,51,60
Olsen-Chubbuck,10567,Average of 8 dates,10590,9395,10590,55,10535,10645,41.8,-104,1358,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,150,104,38,44,52,61
Olsen-Chubbuck,10567,Average of 8 dates,10590,9395,10590,55,10535,10645,41.8,-104,1358,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,167,106.3,45,48,60,71
Olsen-Chubbuck,10567,Average of 8 dates,10590,9395,10590,55,10535,10645,41.8,-104,1358,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,165,107.8,44,45,59,68
Olsen-Chubbuck,10574,Average of 8 dates,10590,9395,10590,55,10535,10645,41.8,-104,1358,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,,100.5,39,41,,
Olsen-Chubbuck,10574,Average of 8 dates,10590,9395,10590,55,10535,10645,41.8,-104,1358,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,167,108.5,46,48,61,69
Olsen-Chubbuck,10591,Average of 8 dates,10590,9395,10590,55,10535,10645,41.8,-104,1358,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,159,103.1,38,45,53,64
Olsen-Chubbuck,10593,Average of 8 dates,10590,9395,10590,55,10535,10645,41.8,-104,1358,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,158,102.5,38.7,43.5,53,64
Olsen-Chubbuck,10598,Average of 8 dates,10590,9395,10590,55,10535,10645,41.8,-104,1358,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,157,100.8,42,,54,64
Olsen-Chubbuck,10600,Average of 8 dates,10590,9395,10590,55,10535,10645,41.8,-104,1358,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,,101.4,39,45,54,63
Olsen-Chubbuck,10625,Average of 8 dates,10590,9395,10590,55,10535,10645,41.8,-104,1358,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,180,118.4,,,58,
Olsen-Chubbuck,10747,Average of 8 dates,10590,9395,10590,55,10535,10645,41.8,-104,1358,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,167,112.4,,,57,67
Olsen-Chubbuck,10748,Average of 8 dates,10590,9395,10590,55,10535,10645,41.8,-104,1358,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,152,100.4,39,40,52,59
Olsen-Chubbuck,10748,Average of 8 dates,10590,9395,10590,55,10535,10645,41.8,-104,1358,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,152,99.3,38,40,53,60
Olsen-Chubbuck,10749,Average of 8 dates,10590,9395,10590,55,10535,10645,33.6,-103.3,1250,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,149,97.6,38,40,52,59
Olsen-Chubbuck,10749,Average of 8 dates,10590,9395,10590,55,10535,10645,33.6,-103.3,1250,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,175,112.6,46,47,60,65
Olsen-Chubbuck,10749,Average of 8 dates,10590,9395,10590,55,10535,10645,33.6,-103.3,1250,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,174,111.7,46,48,62,66
Olsen-Chubbuck,10750,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,158,102.8,40,43,58,63
Olsen-Chubbuck,10750,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,159,102.5,42,,54,63
Olsen-Chubbuck,10750,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,153,97.3,40,43,52,60
Olsen-Chubbuck,10750,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,144,95.9,37,42,49,
Olsen-Chubbuck,10750,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,155,100.5,38,41,53,58
Olsen-Chubbuck,10750,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,167,112.7,45,47,59,66
Olsen-Chubbuck,10750,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,172,113.1,44,49,58,65
Olsen-Chubbuck,10751,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,154,100.5,38,44,52,60
Olsen-Chubbuck,10751,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,153,99.5,38,41,52,61
Olsen-Chubbuck,10751,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,145,94.3,37,40,49,58
Olsen-Chubbuck,10751,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,152,97.8,,43,,60
Olsen-Chubbuck,10751,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,152,100.7,39,40,,61
Olsen-Chubbuck,10752,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,,106,44,45,,
Olsen-Chubbuck,10752,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,169,112,44,46,57,69
Olsen-Chubbuck,10753,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,155,102.5,38,42,58,61
Olsen-Chubbuck,10753,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,162,106.4,,,57,65
Olsen-Chubbuck,10753,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,153,98,38,39,52,60
Olsen-Chubbuck,10755,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,157,105,42,43,64,63
Olsen-Chubbuck,10811,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,170,110.2,42,46,62,69
Olsen-Chubbuck,10818,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,172,,44,47,,
Olsen-Chubbuck,10820,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,,103.3,41,43,,
Olsen-Chubbuck,10820,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,148,95.4,39,43,52,60
Olsen-Chubbuck,10825,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,158,104.7,40,46,57,63
Olsen-Chubbuck,10872,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,157,99.2,39,42,59,63
Olsen-Chubbuck,10876,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,,98.4,41,43,55,63
Olsen-Chubbuck,10876,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,151,98.7,41,44,54,63
Olsen-Chubbuck,10889,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,158,99.6,39.7,41.2,57,62
Olsen-Chubbuck,10903,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,153,88.9,39,42.2,53,57
Olsen-Chubbuck,10938,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,170.6,107.6,47,49,59,69
Olsen-Chubbuck,,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,155,103.2,40,43,54,59
Olsen-Chubbuck,,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,155,103.2,39,41,54,60
Olsen-Chubbuck,,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,,104.1,38,43,,
Olsen-Chubbuck,,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,156,104.3,40,42,53,61
Olsen-Chubbuck,,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,157,102.4,39,45,54,60
Olsen-Chubbuck,,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,156,101.9,40,44,55,62
Olsen-Chubbuck,,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,157,102.7,39,40,50,60
Olsen-Chubbuck,,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,153,100.2,37,,52,58
Olsen-Chubbuck,,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,152,,41,44,53,63
Olsen-Chubbuck,,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,158,99.4,39,42,56,64
Olsen-Chubbuck,,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,151,99.5,39,40,50,62
Olsen-Chubbuck,,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,158,105.1,40,43,55,62
Olsen-Chubbuck,,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,160,105.2,43,44,54,65
Olsen-Chubbuck,,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,161,104.6,45,45,58,68
Olsen-Chubbuck,,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,153,,,,49,60
Olsen-Chubbuck,,Average of 8 dates,10590,9395,10590,55,10535,10645,42.8,-106.3,1775,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,162,105.3,40,47,55,65
Olsen-Chubbuck,,Average of 8 dates,10590,9395,10590,55,10535,10645,38.7,-102.5,1315,-33.3,-33.1,-33.6,0.5,Bison,antiquus,2,162,105.6,,46,57,64
